Gene,log2FoldChange,baseMean,pvalue
ENSG00000252958,NA,0,NA
ENSG00000197168,-0.012988683,12.9238285,0.960612688
ENSG00000197161,NA,0,NA
ENSG00000197165,0.313232601,13.63441165,0.233509874
ENSG00000236035,NA,0,NA
ENSG00000259981,NA,0,NA
ENSG00000238948,0.045389568,1.949994754,0.808632169
ENSG00000243621,NA,0,NA
ENSG00000243620,-0.005876294,0.289427866,0.930474319
ENSG00000204548,NA,0,NA
ENSG00000243627,-0.022077668,1.277511946,0.888439188
ENSG00000243629,NA,0,NA
ENSG00000204544,-0.009556775,0.260694006,0.886043823
ENSG00000204547,NA,0,NA
ENSG00000204540,-0.078355096,4.894617799,0.732585635
ENSG00000178750,-0.115705012,1.842143354,0.539112048
ENSG00000204542,0.033600802,0.150892337,0.577951375
ENSG00000259980,NA,0,NA
ENSG00000252698,NA,0,NA
ENSG00000273465,NA,0,NA
ENSG00000265887,NA,0,NA
ENSG00000252692,NA,0,NA
ENSG00000252693,NA,0,NA
ENSG00000252690,0.199046452,8.936617239,0.442811426
ENSG00000252691,NA,0,NA
ENSG00000252696,NA,0,NA
ENSG00000252697,NA,0,NA
ENSG00000252694,NA,0,NA
ENSG00000252695,NA,0,NA
ENSG00000200047,NA,0,NA
ENSG00000200040,NA,0,NA
ENSG00000200041,NA,0,NA
ENSG00000200042,NA,0,NA
ENSG00000200048,NA,0,NA
ENSG00000200049,NA,0,NA
ENSG00000129993,-0.183298897,39.4114076,0.447473562
ENSG00000129990,-0.247218062,33.85327306,0.347602975
ENSG00000272317,NA,0,NA
ENSG00000224889,NA,0,NA
ENSG00000120242,NA,0,NA
ENSG00000272310,NA,0,NA
ENSG00000272312,-0.103312898,3.54566615,0.648168188
ENSG00000272319,0.031864515,0.122158476,0.588376093
ENSG00000253760,NA,0,NA
ENSG00000255532,NA,0,NA
ENSG00000199218,NA,0,NA
ENSG00000199219,NA,0,NA
ENSG00000215589,NA,0,NA
ENSG00000199212,NA,0,NA
ENSG00000199217,-0.046320078,0.156187103,0.445251804
ENSG00000199214,NA,0,NA
ENSG00000264931,0.054375167,0.415320849,0.474347172
ENSG00000132840,-0.177474439,2.159329146,0.293369049
ENSG00000268480,NA,0,NA
ENSG00000266901,NA,0,NA
ENSG00000259984,0.065003102,7.310955632,0.799788259
ENSG00000271142,NA,0,NA
ENSG00000179088,-0.04239083,1.846599387,0.816324504
ENSG00000249478,NA,0,NA
ENSG00000249479,NA,0,NA
ENSG00000266905,0.124931257,0.553466369,0.268649153
ENSG00000205636,NA,0,NA
ENSG00000249472,NA,0,NA
ENSG00000179083,-0.763169462,36.23119871,0.002634662
ENSG00000179082,-0.009370513,1.004376105,0.948761424
ENSG00000264456,-0.052352999,24.49291549,0.837021986
ENSG00000241669,NA,0,NA
ENSG00000241668,NA,0,NA
ENSG00000057657,0.359346231,43.73158342,0.142726899
ENSG00000266907,-0.041700814,2.885224072,0.841976142
ENSG00000241661,0.104612043,0.814160375,0.43126647
ENSG00000241667,NA,0,NA
ENSG00000241666,0.033600802,0.150892337,0.577951375
ENSG00000241665,NA,0,NA
ENSG00000264937,0.410024618,14.2502163,0.119188917
ENSG00000136695,NA,0,NA
ENSG00000136694,NA,0,NA
ENSG00000136697,NA,0,NA
ENSG00000136696,NA,0,NA
ENSG00000136698,0.020993399,0.535178299,0.781141838
ENSG00000255531,NA,0,NA
ENSG00000273422,NA,0,NA
ENSG00000201393,NA,0,NA
ENSG00000201392,NA,0,NA
ENSG00000201390,NA,0,NA
ENSG00000201395,NA,0,NA
ENSG00000201394,NA,0,NA
ENSG00000201398,NA,0,NA
ENSG00000255536,NA,0,NA
ENSG00000269176,0.100538847,4.395927408,0.671643801
ENSG00000251891,NA,0,NA
ENSG00000207773,NA,0,NA
ENSG00000271665,NA,0,NA
ENSG00000162951,0.616427235,35.27182002,0.018663084
ENSG00000207770,0.145969879,1.08618468,0.316419538
ENSG00000271660,NA,0,NA
ENSG00000207776,NA,0,NA
ENSG00000207775,NA,0,NA
ENSG00000268950,-0.019784845,2.225096303,0.911708033
ENSG00000267295,-0.073999772,2.716375181,0.727824952
ENSG00000207778,NA,0,NA
ENSG00000264935,NA,0,NA
ENSG00000268955,NA,0,NA
ENSG00000268956,NA,0,NA
ENSG00000268957,NA,0,NA
ENSG00000262192,NA,0,NA
ENSG00000201028,NA,0,NA
ENSG00000201025,NA,0,NA
ENSG00000201027,NA,0,NA
ENSG00000201026,NA,0,NA
ENSG00000201021,NA,0,NA
ENSG00000201023,NA,0,NA
ENSG00000259988,NA,0,NA
ENSG00000271146,NA,0,NA
ENSG00000228425,NA,0,NA
ENSG00000128713,0.043931368,0.944073605,0.71600544
ENSG00000128710,0.015348442,3.437723468,0.926288365
ENSG00000268485,NA,0,NA
ENSG00000128714,0.080368208,0.692001899,0.521686276
ENSG00000241084,0.017460141,1.80335599,0.91857686
ENSG00000241082,NA,0,NA
ENSG00000241081,-0.006193622,0.28673683,0.926668094
ENSG00000254266,0.027935458,3.340114802,0.896714945
ENSG00000157358,NA,0,NA
ENSG00000233756,NA,0,NA
ENSG00000233755,NA,0,NA
ENSG00000173627,0.033453068,0.1482013,0.57882587
ENSG00000173626,NA,0,NA
ENSG00000233751,0.033453068,0.1482013,0.57882587
ENSG00000224532,NA,0,NA
ENSG00000224533,-0.119604164,4.399581392,0.589163173
ENSG00000224530,NA,0,NA
ENSG00000224536,NA,0,NA
ENSG00000224537,NA,0,NA
ENSG00000224535,NA,0,NA
ENSG00000232085,0.033600802,0.150892337,0.577951375
ENSG00000232084,NA,0,NA
ENSG00000224538,NA,0,NA
ENSG00000224539,NA,0,NA
ENSG00000232081,NA,0,NA
ENSG00000232080,NA,0,NA
ENSG00000232083,NA,0,NA
ENSG00000232082,0.13700995,3.681590876,0.534080515
ENSG00000273467,NA,0,NA
ENSG00000137561,-0.011246778,20.42685656,0.965815098
ENSG00000266261,0.103346025,0.833966955,0.438039905
ENSG00000034239,0.065196073,11.19335188,0.784641849
ENSG00000268378,NA,0,NA
ENSG00000268379,0.08146475,3.602471526,0.615418675
ENSG00000268374,NA,0,NA
ENSG00000268375,0.027372477,0.542774092,0.765773132
ENSG00000268376,NA,0,NA
ENSG00000268377,NA,0,NA
ENSG00000268370,NA,0,NA
ENSG00000251162,NA,0,NA
ENSG00000235361,-0.045760597,0.148286329,0.448032916
ENSG00000235360,NA,0,NA
ENSG00000235363,0.122249685,2.760091384,0.542123532
ENSG00000086159,-0.230349282,5.364743169,0.341960233
ENSG00000265106,0.05733468,2.781909224,0.765097438
ENSG00000235368,NA,0,NA
ENSG00000144010,-0.045025874,0.13853553,0.451724444
ENSG00000206559,0.048711858,12.0959341,0.852720107
ENSG00000144015,NA,0,NA
ENSG00000206552,NA,0,NA
ENSG00000265107,NA,0,NA
ENSG00000270209,NA,0,NA
ENSG00000270208,NA,0,NA
ENSG00000270204,NA,0,NA
ENSG00000270207,-0.041328923,0.848274031,0.767761824
ENSG00000270206,NA,0,NA
ENSG00000270201,NA,0,NA
ENSG00000270200,NA,0,NA
ENSG00000270203,NA,0,NA
ENSG00000226773,NA,0,NA
ENSG00000269779,0.1084004,3.03418339,0.60455321
ENSG00000269778,NA,0,NA
ENSG00000221040,NA,0,NA
ENSG00000269773,NA,0,NA
ENSG00000269777,NA,0,NA
ENSG00000237259,NA,0,NA
ENSG00000269774,-0.060221377,1.434189527,0.726664647
ENSG00000265609,NA,0,NA
ENSG00000237258,NA,0,NA
ENSG00000130037,0.55514718,22.90133549,0.033684041
ENSG00000265602,NA,0,NA
ENSG00000265600,-0.021053193,0.559872671,0.841322608
ENSG00000265607,NA,0,NA
ENSG00000265605,NA,0,NA
ENSG00000221044,0.045423905,4.404767383,0.848198473
ENSG00000235569,NA,0,NA
ENSG00000254507,0.283075887,13.03821075,0.264152497
ENSG00000237253,NA,0,NA
ENSG00000229557,0.250013862,6.124445869,0.18735107
ENSG00000226779,NA,0,NA
ENSG00000145949,0.183884441,13.03675902,0.484709243
ENSG00000263674,0.188577341,3.021302115,0.292406249
ENSG00000251169,0.047392324,0.954055452,0.72277339
ENSG00000231066,0.230424439,13.29366155,0.380463828
ENSG00000231067,NA,0,NA
ENSG00000231064,0.547345916,32.25774941,0.028620672
ENSG00000231062,NA,0,NA
ENSG00000231063,0.08157437,0.805538075,0.491438897
ENSG00000231061,NA,0,NA
ENSG00000214188,-0.014726327,1.973144083,0.938178075
ENSG00000231068,NA,0,NA
ENSG00000231069,0.031864515,0.122158476,0.588376093
ENSG00000240174,-0.045025874,0.13853553,0.451724444
ENSG00000131126,-0.299130113,2.038499881,0.071833854
ENSG00000260163,0.042433396,8.622878922,0.867334689
ENSG00000232710,0.247416575,4.616417532,0.299508441
ENSG00000241593,0.065232575,0.508745464,0.431398507
ENSG00000235565,-0.462941261,12.45704303,0.078207104
ENSG00000265618,NA,0,NA
ENSG00000232712,0.028048411,28.08866909,0.914999195
ENSG00000231448,NA,0,NA
ENSG00000189420,0.159922346,3.00263925,0.446538558
ENSG00000189423,0.209287104,26.01959339,0.425853795
ENSG00000271223,NA,0,NA
ENSG00000240173,0.041933508,0.587494996,0.695444504
ENSG00000273431,NA,0,NA
ENSG00000214602,NA,0,NA
ENSG00000180708,NA,0,NA
ENSG00000272381,0.052189147,2.002616433,0.786470812
ENSG00000263528,NA,0,NA
ENSG00000263529,NA,0,NA
ENSG00000263520,NA,0,NA
ENSG00000263521,NA,0,NA
ENSG00000263522,NA,0,NA
ENSG00000263524,NA,0,NA
ENSG00000263525,NA,0,NA
ENSG00000263527,NA,0,NA
ENSG00000272386,-0.02883157,0.830317476,0.805366159
ENSG00000231442,NA,0,NA
ENSG00000239332,0.015351969,3.507183767,0.9458441
ENSG00000213911,NA,0,NA
ENSG00000213916,NA,0,NA
ENSG00000213917,NA,0,NA
ENSG00000231444,NA,0,NA
ENSG00000273437,-0.308624682,8.552079695,0.230111002
ENSG00000131781,0.096244956,30.91560639,0.705652532
ENSG00000220948,NA,0,NA
ENSG00000263293,-0.061941086,0.41560659,0.376467633
ENSG00000263290,NA,0,NA
ENSG00000263291,NA,0,NA
ENSG00000263296,NA,0,NA
ENSG00000263297,NA,0,NA
ENSG00000263294,NA,0,NA
ENSG00000263295,NA,0,NA
ENSG00000263298,NA,0,NA
ENSG00000263299,NA,0,NA
ENSG00000249774,NA,0,NA
ENSG00000221010,NA,0,NA
ENSG00000221011,NA,0,NA
ENSG00000221017,NA,0,NA
ENSG00000221015,NA,0,NA
ENSG00000221018,NA,0,NA
ENSG00000221019,NA,0,NA
ENSG00000239035,NA,0,NA
ENSG00000179407,NA,0,NA
ENSG00000236026,NA,0,NA
ENSG00000239037,NA,0,NA
ENSG00000239030,NA,0,NA
ENSG00000238818,NA,0,NA
ENSG00000235696,NA,0,NA
ENSG00000239033,0.034973208,1.902295324,0.838873117
ENSG00000273434,NA,0,NA
ENSG00000238811,NA,0,NA
ENSG00000271305,NA,0,NA
ENSG00000238815,NA,0,NA
ENSG00000238816,NA,0,NA
ENSG00000248466,NA,0,NA
ENSG00000248467,NA,0,NA
ENSG00000248464,NA,0,NA
ENSG00000224655,-0.073244322,0.582819011,0.446863081
ENSG00000248461,NA,0,NA
ENSG00000263573,NA,0,NA
ENSG00000254508,NA,0,NA
ENSG00000248468,-0.022583527,0.565082409,0.830252087
ENSG00000248469,-0.000330086,0.683159647,0.997272377
ENSG00000172232,-0.341739539,28.72298668,0.193324738
ENSG00000233052,NA,0,NA
ENSG00000258315,0.073604124,18.29058103,0.779164881
ENSG00000172236,0.046161869,1.029665225,0.704468632
ENSG00000239039,NA,0,NA
ENSG00000172238,0.515439463,9.418430765,0.041378695
ENSG00000265615,NA,0,NA
ENSG00000239038,NA,0,NA
ENSG00000236029,0.079688425,19.87504308,0.761613826
ENSG00000261721,NA,0,NA
ENSG00000236028,NA,0,NA
ENSG00000235690,NA,0,NA
ENSG00000215540,NA,0,NA
ENSG00000215547,NA,0,NA
ENSG00000215546,NA,0,NA
ENSG00000215545,NA,0,NA
ENSG00000215544,NA,0,NA
ENSG00000215549,0.031864515,0.122158476,0.588376093
ENSG00000215548,0.276100898,12.34730796,0.230373032
ENSG00000245261,NA,0,NA
ENSG00000259572,NA,0,NA
ENSG00000259573,NA,0,NA
ENSG00000259570,NA,0,NA
ENSG00000259571,NA,0,NA
ENSG00000239334,-0.095652946,1.786007121,0.579738441
ENSG00000259577,0.026467606,15.16737152,0.919876122
ENSG00000259575,-0.007467984,0.296487629,0.911910943
ENSG00000259579,NA,0,NA
ENSG00000258221,NA,0,NA
ENSG00000258220,NA,0,NA
ENSG00000236232,NA,0,NA
ENSG00000258225,-0.046320078,0.156187103,0.445251804
ENSG00000258224,NA,0,NA
ENSG00000258227,0.041857836,0.280415557,0.532311311
ENSG00000258226,NA,0,NA
ENSG00000258228,NA,0,NA
ENSG00000265118,NA,0,NA
ENSG00000255692,0.041638548,3.740440658,0.850027288
ENSG00000252562,NA,0,NA
ENSG00000251463,NA,0,NA
ENSG00000073905,-0.022273937,0.587580025,0.833611356
ENSG00000261365,NA,0,NA
ENSG00000137959,0.439873254,4.160964924,0.040636083
ENSG00000222099,NA,0,NA
ENSG00000133433,0.32468276,18.96590095,0.188593788
ENSG00000222096,NA,0,NA
ENSG00000222095,NA,0,NA
ENSG00000234886,NA,0,NA
ENSG00000223322,0.031864515,0.122158476,0.588376093
ENSG00000223321,NA,0,NA
ENSG00000223327,NA,0,NA
ENSG00000223324,NA,0,NA
ENSG00000260172,-0.045025874,0.13853553,0.451724444
ENSG00000123843,0.032514972,0.132214256,0.584432569
ENSG00000239073,NA,0,NA
ENSG00000239072,NA,0,NA
ENSG00000239075,NA,0,NA
ENSG00000260177,NA,0,NA
ENSG00000239077,NA,0,NA
ENSG00000239079,NA,0,NA
ENSG00000239078,-0.045760597,0.148286329,0.448032916
ENSG00000260178,NA,0,NA
ENSG00000260179,0.009976584,10.98610378,0.969691108
ENSG00000236231,NA,0,NA
ENSG00000264313,0.033600802,0.150892337,0.577951375
ENSG00000266354,NA,0,NA
ENSG00000234881,0.032514972,0.132214256,0.584432569
ENSG00000273463,NA,0,NA
ENSG00000264311,NA,0,NA
ENSG00000234841,-0.016287464,4.71479089,0.942250945
ENSG00000267999,NA,0,NA
ENSG00000234846,NA,0,NA
ENSG00000261607,NA,0,NA
ENSG00000234849,NA,0,NA
ENSG00000234848,-0.008366363,1.001685069,0.950690263
ENSG00000264622,NA,0,NA
ENSG00000267992,0.036347281,0.848189002,0.794987653
ENSG00000239389,0.309923568,28.38986632,0.213912427
ENSG00000239388,0.379060141,16.59785429,0.147978546
ENSG00000236579,NA,0,NA
ENSG00000236575,NA,0,NA
ENSG00000236574,NA,0,NA
ENSG00000236577,0.061219869,4.166429281,0.790931226
ENSG00000236576,0.031864515,0.122158476,0.588376093
ENSG00000236571,NA,0,NA
ENSG00000234386,0.031864515,0.122158476,0.588376093
ENSG00000236572,NA,0,NA
ENSG00000217566,NA,0,NA
ENSG00000234387,NA,0,NA
ENSG00000264318,NA,0,NA
ENSG00000234380,-0.376465714,8.636463718,0.137977884
ENSG00000218793,NA,0,NA
ENSG00000218792,NA,0,NA
ENSG00000256019,NA,0,NA
ENSG00000213673,NA,0,NA
ENSG00000213671,-0.010832104,0.270444805,0.87139666
ENSG00000019186,0.02596438,0.82920594,0.841181248
ENSG00000222636,NA,0,NA
ENSG00000222635,-0.020113322,0.603567069,0.850167384
ENSG00000222631,NA,0,NA
ENSG00000222630,NA,0,NA
ENSG00000261605,NA,0,NA
ENSG00000257864,NA,0,NA
ENSG00000236234,0.012989371,0.428701886,0.878829066
ENSG00000267955,NA,0,NA
ENSG00000265348,NA,0,NA
ENSG00000258262,NA,0,NA
ENSG00000255035,NA,0,NA
ENSG00000224679,NA,0,NA
ENSG00000224678,NA,0,NA
ENSG00000261604,0.265788874,30.1504313,0.304459368
ENSG00000224671,NA,0,NA
ENSG00000224670,NA,0,NA
ENSG00000218868,NA,0,NA
ENSG00000224675,0.136737633,3.506477681,0.542860458
ENSG00000224674,-0.010886465,1.31715576,0.939591481
ENSG00000224677,0.009538594,1.405370637,0.955686031
ENSG00000224676,0.039341538,1.240256253,0.788822856
ENSG00000238380,NA,0,NA
ENSG00000238382,NA,0,NA
ENSG00000238383,0.033453068,0.1482013,0.57882587
ENSG00000238384,0.108962801,0.981039756,0.397237888
ENSG00000238385,NA,0,NA
ENSG00000238388,NA,0,NA
ENSG00000238389,NA,0,NA
ENSG00000181273,NA,0,NA
ENSG00000252983,NA,0,NA
ENSG00000261603,0.284874254,20.55448459,0.27832542
ENSG00000124116,-0.08957484,2.539930497,0.655780974
ENSG00000255974,0.037284735,6.135590558,0.881450156
ENSG00000197360,0.042476791,0.301784673,0.529118711
ENSG00000197361,-0.072797077,9.296855381,0.777910779
ENSG00000197364,NA,0,NA
ENSG00000252285,NA,0,NA
ENSG00000253232,NA,0,NA
ENSG00000151577,0.231534769,7.143767998,0.351594739
ENSG00000246851,0.201346907,3.223170376,0.354930133
ENSG00000238038,0.013706537,0.411586342,0.870984139
ENSG00000238039,-0.032114751,1.107608489,0.81209699
ENSG00000235008,NA,0,NA
ENSG00000235009,NA,0,NA
ENSG00000235004,NA,0,NA
ENSG00000235005,0.031864515,0.122158476,0.588376093
ENSG00000235007,0.130768257,4.194999451,0.477321074
ENSG00000235001,0.034483278,0.857939801,0.805484123
ENSG00000235002,0.048261528,1.23319649,0.7595717
ENSG00000235003,NA,0,NA
ENSG00000225392,NA,0,NA
ENSG00000143520,NA,0,NA
ENSG00000270066,-0.053621635,3.150459139,0.805807504
ENSG00000169548,-0.077535142,15.65084445,0.762226576
ENSG00000273239,NA,0,NA
ENSG00000217527,NA,0,NA
ENSG00000261600,-0.187940978,4.210060939,0.414363642
ENSG00000254624,NA,0,NA
ENSG00000203286,-0.133980143,2.007748216,0.475960071
ENSG00000203285,0.042402508,0.299093637,0.529500352
ENSG00000203284,-0.045760597,0.148286329,0.448032916
ENSG00000203281,NA,0,NA
ENSG00000203280,0.15919864,1.113254012,0.28411482
ENSG00000253237,NA,0,NA
ENSG00000234347,NA,0,NA
ENSG00000203288,0.078714988,10.95240667,0.763481192
ENSG00000252902,NA,0,NA
ENSG00000252903,NA,0,NA
ENSG00000252900,NA,0,NA
ENSG00000252901,0.031864515,0.122158476,0.588376093
ENSG00000252906,0.010106735,0.402659061,0.904136283
ENSG00000252904,NA,0,NA
ENSG00000252905,NA,0,NA
ENSG00000197984,NA,0,NA
ENSG00000266229,NA,0,NA
ENSG00000252908,NA,0,NA
ENSG00000235388,NA,0,NA
ENSG00000197980,0.005738085,3.822468962,0.979251799
ENSG00000273191,NA,0,NA
ENSG00000212230,NA,0,NA
ENSG00000212237,0.030233484,0.525122519,0.740610929
ENSG00000212238,NA,0,NA
ENSG00000260680,NA,0,NA
ENSG00000253236,NA,0,NA
ENSG00000235385,0.004944088,0.400504055,0.943616757
ENSG00000215958,NA,0,NA
ENSG00000215954,NA,0,NA
ENSG00000215957,NA,0,NA
ENSG00000215952,NA,0,NA
ENSG00000215953,NA,0,NA
ENSG00000271695,NA,0,NA
ENSG00000270063,NA,0,NA
ENSG00000259522,NA,0,NA
ENSG00000264929,-0.039236548,0.435023159,0.651060958
ENSG00000264928,NA,0,NA
ENSG00000252985,-0.046320078,0.156187103,0.445251804
ENSG00000258416,0.031059764,1.521902831,0.84544512
ENSG00000225078,NA,0,NA
ENSG00000225079,NA,0,NA
ENSG00000264463,NA,0,NA
ENSG00000253234,NA,0,NA
ENSG00000225070,NA,0,NA
ENSG00000225071,-0.0275343,0.444773958,0.703901638
ENSG00000225072,NA,0,NA
ENSG00000225073,NA,0,NA
ENSG00000225075,0.489584026,9.381038146,0.058335342
ENSG00000226527,0.001105433,0.707047465,0.992853314
ENSG00000226526,0.024160887,5.769548639,0.920587652
ENSG00000226525,-0.136344641,2.001206989,0.462746429
ENSG00000226524,0.228986551,11.07716817,0.380337446
ENSG00000149443,NA,0,NA
ENSG00000226521,NA,0,NA
ENSG00000226520,0.010106735,0.402659061,0.904136283
ENSG00000184584,-0.216215904,9.082763098,0.385510388
ENSG00000221750,NA,0,NA
ENSG00000184586,NA,0,NA
ENSG00000221755,0.205831794,2.78275426,0.201453148
ENSG00000221754,NA,0,NA
ENSG00000226529,NA,0,NA
ENSG00000221756,NA,0,NA
ENSG00000269283,NA,0,NA
ENSG00000254743,0.050681273,0.936403879,0.704063586
ENSG00000183122,NA,0,NA
ENSG00000055813,0.170376861,2.241638618,0.390433368
ENSG00000247810,NA,0,NA
ENSG00000264922,NA,0,NA
ENSG00000183128,-0.139557764,3.845361317,0.500228615
ENSG00000228587,NA,0,NA
ENSG00000228586,NA,0,NA
ENSG00000228585,NA,0,NA
ENSG00000250415,-0.065002105,1.706603842,0.706915618
ENSG00000228583,NA,0,NA
ENSG00000222675,NA,0,NA
ENSG00000228581,NA,0,NA
ENSG00000235794,NA,0,NA
ENSG00000261093,NA,0,NA
ENSG00000267175,NA,0,NA
ENSG00000267174,-0.091799572,2.596297778,0.644938368
ENSG00000267173,NA,0,NA
ENSG00000267172,0.027724483,2.220975588,0.885579882
ENSG00000228589,-0.001669636,35.66880299,0.994422139
ENSG00000267170,NA,0,NA
ENSG00000239804,0.008767943,0.736807833,0.937595427
ENSG00000185982,NA,0,NA
ENSG00000263889,0.032514972,0.132214256,0.584432569
ENSG00000239808,NA,0,NA
ENSG00000239809,NA,0,NA
ENSG00000263885,NA,0,NA
ENSG00000263884,0.026351064,15.3242109,0.920062652
ENSG00000263883,-0.0275343,0.444773958,0.703901638
ENSG00000263882,0.111063843,1.234471009,0.480954649
ENSG00000185988,-0.042577459,13.27345677,0.866399699
ENSG00000201628,NA,0,NA
ENSG00000201623,NA,0,NA
ENSG00000201622,NA,0,NA
ENSG00000201620,NA,0,NA
ENSG00000201627,NA,0,NA
ENSG00000201624,NA,0,NA
ENSG00000163554,0.041536939,0.270359776,0.53397791
ENSG00000205537,NA,0,NA
ENSG00000205534,0.077513858,37.75212049,0.759050992
ENSG00000187581,-0.132433753,2.651627743,0.514717147
ENSG00000265587,NA,0,NA
ENSG00000187583,0.068585431,27.67790468,0.794148735
ENSG00000225698,NA,0,NA
ENSG00000187589,NA,0,NA
ENSG00000225695,0.015920387,1.147062686,0.910054007
ENSG00000225696,NA,0,NA
ENSG00000225690,NA,0,NA
ENSG00000225691,NA,0,NA
ENSG00000225693,0.044338556,4.708650379,0.8521339
ENSG00000229188,NA,0,NA
ENSG00000229189,NA,0,NA
ENSG00000229184,0.032514972,0.132214256,0.584432569
ENSG00000229185,NA,0,NA
ENSG00000229187,NA,0,NA
ENSG00000229181,NA,0,NA
ENSG00000229182,NA,0,NA
ENSG00000229183,-0.005876294,0.289427866,0.930474319
ENSG00000253295,NA,0,NA
ENSG00000253294,NA,0,NA
ENSG00000253297,NA,0,NA
ENSG00000253291,NA,0,NA
ENSG00000253290,NA,0,NA
ENSG00000253293,0.179097998,4.976583347,0.333543539
ENSG00000158560,-0.283239403,27.11546056,0.263789329
ENSG00000259631,NA,0,NA
ENSG00000259630,-0.046184942,1.154817441,0.761385245
ENSG00000259633,NA,0,NA
ENSG00000254747,NA,0,NA
ENSG00000253299,NA,0,NA
ENSG00000253298,NA,0,NA
ENSG00000259637,NA,0,NA
ENSG00000259636,NA,0,NA
ENSG00000227694,NA,0,NA
ENSG00000227695,-0.008129761,0.30707944,0.904445042
ENSG00000205281,0.075577813,2.553374802,0.686330667
ENSG00000227691,NA,0,NA
ENSG00000227698,0.175328906,4.476520177,0.462817463
ENSG00000271737,-0.225679257,5.221708618,0.350247512
ENSG00000166455,-0.055358898,32.69892527,0.822780494
ENSG00000244541,-0.008190693,0.270749786,0.902605353
ENSG00000242185,NA,0,NA
ENSG00000243012,NA,0,NA
ENSG00000244545,NA,0,NA
ENSG00000244544,NA,0,NA
ENSG00000229236,0.076997564,1.031407995,0.484095735
ENSG00000229237,0.05096876,0.376531208,0.489081804
ENSG00000229234,NA,0,NA
ENSG00000229233,0.011769713,0.43660266,0.890579657
ENSG00000186980,NA,0,NA
ENSG00000229231,NA,0,NA
ENSG00000229238,0.150663228,2.004814516,0.216456395
ENSG00000229239,NA,0,NA
ENSG00000244033,NA,0,NA
ENSG00000253998,NA,0,NA
ENSG00000253999,NA,0,NA
ENSG00000273232,-0.097615574,1.300948763,0.559815752
ENSG00000206398,NA,0,NA
ENSG00000227343,NA,0,NA
ENSG00000227344,-0.007011495,2.728195958,0.972564723
ENSG00000227347,0.041369048,0.264428513,0.534853001
ENSG00000227348,NA,0,NA
ENSG00000227349,NA,0,NA
ENSG00000206396,NA,0,NA
ENSG00000206394,NA,0,NA
ENSG00000206395,NA,0,NA
ENSG00000182742,0.072765329,3.594564032,0.709657757
ENSG00000182747,-0.040792159,10.67727692,0.874414116
ENSG00000126233,NA,0,NA
ENSG00000126231,0.219480305,18.01387854,0.400000295
ENSG00000254418,0.023485601,1.849205395,0.898267436
ENSG00000254419,0.561523999,32.77586236,0.026378399
ENSG00000186675,0.090043193,1.251257315,0.428566487
ENSG00000186676,-0.04579293,1.452969599,0.755263487
ENSG00000186678,NA,0,NA
ENSG00000254413,NA,0,NA
ENSG00000251426,NA,0,NA
ENSG00000230718,NA,0,NA
ENSG00000238354,NA,0,NA
ENSG00000251421,NA,0,NA
ENSG00000254414,-0.045760597,0.148286329,0.448032916
ENSG00000251423,NA,0,NA
ENSG00000257148,NA,0,NA
ENSG00000196114,-0.018112862,0.878857917,0.858112033
ENSG00000196115,-0.045025874,0.13853553,0.451724444
ENSG00000196118,0.418463669,10.44369261,0.110964151
ENSG00000196119,NA,0,NA
ENSG00000257142,NA,0,NA
ENSG00000257147,NA,0,NA
ENSG00000257146,NA,0,NA
ENSG00000271817,0.109415088,1.969428817,0.55165444
ENSG00000251960,NA,0,NA
ENSG00000224632,NA,0,NA
ENSG00000256814,NA,0,NA
ENSG00000235596,NA,0,NA
ENSG00000256817,NA,0,NA
ENSG00000256810,NA,0,NA
ENSG00000256811,NA,0,NA
ENSG00000256812,-0.017440422,0.585915496,0.869217145
ENSG00000232905,NA,0,NA
ENSG00000273237,0.334598951,8.930788721,0.197343226
ENSG00000256818,NA,0,NA
ENSG00000235594,NA,0,NA
ENSG00000225294,NA,0,NA
ENSG00000235595,0.031864515,0.122158476,0.588376093
ENSG00000235592,NA,0,NA
ENSG00000237464,0.045262762,0.569843423,0.671118297
ENSG00000235593,NA,0,NA
ENSG00000007933,-0.149106041,0.591295291,0.161295401
ENSG00000273236,NA,0,NA
ENSG00000155087,-0.045760597,0.148286329,0.448032916
ENSG00000238343,0.041935564,0.283106593,0.531908809
ENSG00000251468,0.197424994,11.08470919,0.436841568
ENSG00000242439,-0.103149926,0.879611622,0.438934228
ENSG00000231264,NA,0,NA
ENSG00000231265,NA,0,NA
ENSG00000231266,NA,0,NA
ENSG00000231268,NA,0,NA
ENSG00000228025,NA,0,NA
ENSG00000239739,NA,0,NA
ENSG00000238348,NA,0,NA
ENSG00000238349,0.456516256,5.111997825,0.053988758
ENSG00000222022,NA,0,NA
ENSG00000242431,NA,0,NA
ENSG00000179994,0.033600802,0.150892337,0.577951375
ENSG00000237844,0.032514972,0.132214256,0.584432569
ENSG00000197646,0.079931323,0.431307894,0.382570627
ENSG00000197644,NA,0,NA
ENSG00000197641,NA,0,NA
ENSG00000242436,-0.046320078,0.156187103,0.445251804
ENSG00000222765,NA,0,NA
ENSG00000199979,NA,0,NA
ENSG00000227056,NA,0,NA
ENSG00000199971,NA,0,NA
ENSG00000199970,NA,0,NA
ENSG00000199977,0.065257552,0.720430779,0.568478887
ENSG00000199975,0.031864515,0.122158476,0.588376093
ENSG00000267084,NA,0,NA
ENSG00000207113,NA,0,NA
